Name,Nominal Frequency,Actual Frequency,Resistance
PB20.13.28_Comb21Ch01,1633834.843524,1633834.8388671875,1.3852745322307796
PB20.13.28_Comb21Ch02,1660385.136493,1660385.1318359375,1.287333175843316
PB20.13.28_Comb21Ch03,1699981.69411,1699981.689453125,2.365626587985113
PB20.13.28_Comb21Ch04,1753692.63161,1753692.626953125,1.3732084457823859
PB20.13.28_Comb21Ch05,1814193.730243,1814193.7255859375,1.4656198616167897
PB20.13.28_Comb21Ch06,1871643.071063,1871643.06640625,1.5832141316692154
PB20.13.28_Comb21Ch07,1914138.798602,1914138.7939453125,2.1148212816022047
PB20.13.28_Comb21Ch08,1971740.727313,1971740.72265625,2.1004780646523216
PB20.13.28_Comb21Ch09,2043838.505633,2043838.5009765625,1.6374788914303877
PB20.13.28_Comb21Ch10,2086868.290789,2086868.2861328125,1.5266280197379731
PB20.13.28_Comb21Ch11,2162323.002703,2162322.998046875,1.8997860071785933
PB20.13.28_Comb21Ch12,2214660.649188,2214660.64453125,1.5448040953868714
PB20.13.28_Comb21Ch13,2264099.12575,2264099.12109375,2.926151940448661
PB20.13.28_Comb21Ch14,2326736.454852,2326736.4501953125,1.657427189253966
PB20.13.28_Comb21Ch15,2382278.447039,2382278.4423828125,1.7463224273445057
PB20.13.28_Comb21Ch16,2444610.60036,2444610.595703125,1.6923946259101912
PB20.13.28_Comb21Ch17,2525100.712664,2525100.7080078125,1.965438532822593
PB20.13.28_Comb21Ch18,2565078.740008,2565078.7353515625,2.4794077359542857
PB20.13.28_Comb21Ch19,2648391.728289,2648391.7236328125,1.6636835076824297
PB20.13.28_Comb21Ch20,2718963.627703,2718963.623046875,1.0606982035870662
PB20.13.28_Comb21Ch21,2806625.370868,2806625.3662109375,1.5007046222778122
PB20.13.28_Comb21Ch22,2875976.567157,2875976.5625,1.793750896551182
PB20.13.28_Comb21Ch23,2940750.126727,2940750.1220703125,1.6972615696515279
PB20.13.28_Comb21Ch24,3018493.657,3018493.65234375,2.0386246979775606
PB20.13.28_Comb21Ch25,3085250.859149,3085250.8544921875,1.7068788389293648
PB20.13.28_Comb21Ch26,3143844.609149,3143844.6044921875,1.3850566257448833
PB20.13.28_Comb21Ch27,3249359.135516,3249359.130859375,1.621070910486937
PB20.13.28_Comb21Ch28,3313293.461688,3313293.45703125,1.2687636057015645
PB20.13.28_Comb21Ch29,3409042.363055,3409042.3583984375,3.0245260867332533
PB20.13.28_Comb21Ch30,3470382.695086,3470382.6904296875,2.449616800904024
PB20.13.28_Comb21Ch31,3568191.532977,3568191.5283203125,1.5557792420711598
PB20.13.28_Comb21Ch32,3684005.741961,3684005.7373046875,1.8150902251985066
PB20.13.28_Comb21Ch33,3758087.16286,3758087.158203125,1.6029813513351645
PB20.13.28_Comb21Ch34,3822555.546649,3822555.5419921875,2.097264858336804
PB20.13.28_Comb21Ch35,3924484.257586,3924484.2529296875,1.4259272082343502
PB20.13.28_Comb21Ch36,4007568.364032,4007568.359375,1.3315200918435308
PB20.13.28_Comb21Ch37,4134063.72536,4134063.720703125,1.3594015977354463
PB20.13.28_Comb21Ch38,4206466.679461,4206466.6748046875,1.2262698881164542
PB20.13.28_Comb21Ch39,4309463.505633,4309463.5009765625,2.3206888158426393
PB20.13.28_Comb28Ch01,1674041.752703,1674041.748046875,1.7469351300466014
PB20.13.28_Comb28Ch02,1720657.353289,1720657.3486328125,1.384348240745672
PB20.13.28_Comb28Ch03,1762847.905047,1762847.900390625,1.3433491889286768
PB20.13.28_Comb28Ch04,1819229.130633,1819229.1259765625,1.382549747439398
PB20.13.28_Comb28Ch05,1931762.699969,1931762.6953125,1.567317383664016
PB20.13.28_Comb28Ch06,1983489.994891,1983489.990234375,1.5618816726437952
PB20.13.28_Comb28Ch07,2039031.987078,2039031.982421875,1.581471018452603
PB20.13.28_Comb28Ch08,2096405.033953,2096405.029296875,1.5858386500509027
PB20.13.28_Comb28Ch09,2151489.262469,2151489.2578125,1.1124904698038176
PB20.13.28_Comb28Ch10,2212753.300555,2212753.2958984375,2.373567556994346
PB20.13.28_Comb28Ch11,2279891.97243,2279891.9677734375,1.8345317245012793
PB20.13.28_Comb28Ch12,2348327.641375,2348327.63671875,1.5746100180287392
PB20.13.28_Comb28Ch13,2400436.406024,2400436.4013671875,1.6645785489084535
PB20.13.28_Comb28Ch14,2465133.671649,2465133.6669921875,2.217990711657238
PB20.13.28_Comb28Ch15,2538223.271258,2538223.2666015625,1.749294142977387
PB20.13.28_Comb28Ch16,2608642.582782,2608642.578125,1.3116284695362446
PB20.13.28_Comb28Ch17,2662811.283953,2662811.279296875,1.711654181920447
PB20.13.28_Comb28Ch18,2746047.978289,2746047.9736328125,1.707780862294534
PB20.13.28_Comb28Ch19,2815856.93825,2815856.93359375,1.1517295043808409
PB20.13.28_Comb28Ch20,2884445.195086,2884445.1904296875,1.9378081695164364
PB20.13.28_Comb28Ch21,2959365.849383,2959365.8447265625,1.7325337941994996
PB20.13.28_Comb28Ch22,3037033.085711,3037033.0810546875,1.7481319757916336
PB20.13.28_Comb28Ch23,3104400.639422,3104400.634765625,1.4572670582916434
PB20.13.28_Comb28Ch24,3195800.785907,3195800.78125,1.8359925673877533
PB20.13.28_Comb28Ch25,3257675.175555,3257675.1708984375,1.5238738364341158
PB20.13.28_Comb28Ch26,3348464.970477,3348464.9658203125,1.837252555700418
PB20.13.28_Comb28Ch27,3433609.013446,3433609.0087890625,1.5226686697596787
PB20.13.28_Comb28Ch28,3525238.041766,3525238.037109375,1.8082158197826792
PB20.13.28_Comb28Ch29,3584594.731219,3584594.7265625,1.7305776151217178
PB20.13.28_Comb28Ch30,3692932.133563,3692932.12890625,2.0042922620436254
PB20.13.28_Comb28Ch31,3784332.280047,3784332.275390625,1.8669300639791173
PB20.13.28_Comb28Ch32,3885955.815203,3885955.810546875,1.7062722135210164
PB20.13.28_Comb28Ch33,3963851.933368,3963851.9287109375,1.7528242351961676
PB20.13.28_Comb28Ch34,4056549.076922,4056549.072265625,1.6037367263660864
PB20.13.28_Comb28Ch35,4253921.513446,4253921.5087890625,1.6252425518398534
PB20.13.28_Comb28Ch36,4341812.138446,4341812.1337890625,1.3437517501788243
PB20.13.28_Comb28Ch37,4448699.955828,4448699.951171875,1.56401005002946
PB20.13.28_Comb28Ch38,4442901.615985,4442901.611328125,1.797618678889945
PB20.13.15_Comb06Ch01,1738891.606219,1738891.6015625,1.5719700796674028
PB20.13.15_Comb06Ch02,2143630.986102,2143630.9814453125,1.00529673668105
PB20.13.15_Comb06Ch03,2287292.485125,2287292.48046875,1.7253963180630938
PB20.13.15_Comb06Ch04,2809677.12868,2809677.1240234375,0.9449058223373555
PB20.13.15_Comb06Ch05,3058090.214618,3058090.2099609375,1.6585593917234274
PB20.13.15_Comb06Ch06,3252258.305438,3252258.30078125,1.398884216590931
PB20.13.15_Comb06Ch07,3439178.471453,3439178.466796875,1.3410235620193618
PB20.13.15_Comb06Ch08,3913421.635516,3913421.630859375,1.43572085565993
PB20.13.15_Comb06Ch09,4128799.443133,4128799.4384765625,1.2414156549363256
PB20.13.15_Comb06Ch10,4374313.359149,NaN,NaN
PB20.13.11_Comb11Ch01,1632385.258563,1632385.25390625,1.363907299798673
PB20.13.11_Comb11Ch02,1687316.899188,1687316.89453125,1.3517931558017124
PB20.13.11_Comb11Ch03,1723175.053485,1723175.048828125,5.81928398650274
PB20.13.11_Comb11Ch04,1776275.639422,1776275.634765625,1.2138590187081701
PB20.13.11_Comb11Ch05,1822052.00661,1822052.001953125,1.4330637697174737
PB20.13.11_Comb11Ch06,1887207.035907,1887207.03125,1.6032087077568733
PB20.13.11_Comb11Ch07,1947555.546649,1947555.5419921875,1.718915266313191
PB20.13.11_Comb11Ch08,1992187.504657,1992187.5,1.6137457723310722
PB20.13.11_Comb11Ch09,2091369.633563,2091369.62890625,1.0771126703101843
PB20.13.11_Comb11Ch10,2150268.559344,2150268.5546875,1.5722195498057592
PB20.13.11_Comb11Ch11,2217636.113055,2217636.1083984375,1.5752568404705165
PB20.13.11_Comb11Ch12,2307205.204852,2307205.2001953125,1.6475303043732485
PB20.13.11_Comb11Ch13,2331466.679461,2331466.6748046875,1.6322431922404588
PB20.13.11_Comb11Ch14,2421646.122821,2421646.1181640625,1.4632929646319899
PB20.13.11_Comb11Ch15,2472457.890399,2472457.8857421875,1.6421165437660679
PB20.13.11_Comb11Ch16,2563552.861102,2563552.8564453125,1.3846821317101734
PB20.13.11_Comb11Ch17,2609176.640399,2609176.6357421875,4.44573270925651
PB20.13.11_Comb11Ch18,2664718.632586,2664718.6279296875,1.5233873209272497
PB20.13.11_Comb11Ch19,2743759.15993,NaN,NaN
PB20.13.11_Comb11Ch20,2821197.514422,2821197.509765625,1.3909289654380863
PB20.13.11_Comb11Ch21,2883911.137469,2883911.1328125,1.6519254500500173
PB20.13.11_Comb11Ch22,2976379.399188,2976379.39453125,1.640463163715029
PB20.13.11_Comb11Ch23,3038558.964618,3038558.9599609375,1.452611643114385
PB20.13.11_Comb11Ch24,3141708.37868,3141708.3740234375,1.4474969690762944
PB20.13.11_Comb11Ch25,3185348.515399,3185348.5107421875,1.2674925679053208
PB20.13.11_Comb11Ch26,3270568.852313,3270568.84765625,1.4182695213758036
PB20.13.11_Comb11Ch27,3350830.082782,3350830.078125,1.4921421723235315
PB20.13.11_Comb11Ch28,3457336.430438,3457336.42578125,1.6887747406491402
PB20.13.11_Comb11Ch29,3526306.157,3526306.15234375,1.7177525284646167
PB20.13.11_Comb11Ch30,3590087.895282,3590087.890625,1.40595542040337
PB20.13.11_Comb11Ch31,3686752.323993,3686752.3193359375,1.7178861693575709
PB20.13.11_Comb11Ch32,3805160.527118,3805160.5224609375,1.657303051271372
PB20.13.11_Comb11Ch33,3880767.826922,3880767.822265625,1.7496029179172459
PB20.13.11_Comb11Ch34,3982620.243914,3982620.2392578125,1.4340003894684692
PB20.13.11_Comb11Ch35,4056854.252703,4056854.248046875,1.2282689654479957
PB20.13.11_Comb11Ch36,4163589.482196,4163589.4775390625,1.3324667158987338
PB20.13.11_Comb11Ch37,4262542.729266,4262542.724609375,1.4757853810844694
PB20.13.11_Comb11Ch38,4370498.661883,4370498.6572265625,1.7887769324034601
PB20.13.11_Comb28Ch01,1677398.686297,1677398.681640625,1.2426689096145715
