Name,Nominal Frequency,Actual Frequency,Resistance
PB20.13.28_Comb21Ch34,3822479.252703,3822479.248046875,0.3154534891403436
PB20.13.28_Comb28Ch34,4056549.076922,4056549.072265625,0.17405573038953331
PB20.13.11_Comb11Ch34,4056854.252703,4056854.248046875,0.24083360040827678
PB20.13.15_Comb22Ch34,3993072.514422,3993072.509765625,0.30902159344559793
PB20.13.28_Comb05Ch34,3999023.442157,3999023.4375,0.3863663337484793
PB20.13.12_Comb12Ch34,3982696.53786,3982696.533203125,0.31096929522731437
PB20.13.15_Comb30Ch34,4321670.536883,4321670.5322265625,0.2475293217027618
PB20.13.12_Comb21Ch34,4462356.572039,4462356.5673828125,0.5649955966995416
PB20.13.11_Comb15Ch34,4070892.338641,4070892.333984375,0.18449099087047002
PB20.13.15_Comb13Ch34,4079360.966571,4079360.9619140625,0.12873381089760993
PB20.13.28_Comb17Ch34,4073333.744891,4073333.740234375,0.10921673160055763
PB20.13.12_Comb29Ch34,3927917.485125,3927917.48046875,0.15767477423123427
PB20.13.13_Comb24Ch34,4078292.851336,4078292.8466796875,0.14570458401953795
PB20.13.31_Comb17Ch34,4036483.769305,4036483.7646484375,0.13319995985838073
PB20.13.13_Comb05Ch34,3908843.998797,3908843.994140625,0.4077813226812463
PB20.13.10_Comb24Ch34,3913192.75368,3913192.7490234375,2.267027423822
PB20.13.12_Comb23Ch34,4070281.987078,4070281.982421875,0.3640053748782039
PB20.13.11_Comb16Ch34,3959045.414813,3959045.41015625,0.14055252739959515
PB20.13.10_Comb28Ch34,4000930.790789,4000930.7861328125,0.16558051607011282
PB20.13.10_Comb26Ch34,3953475.956805,3953475.9521484375,19.603221856281014
PB20.13.15_Comb21Ch34,4240341.19118,4240341.1865234375,0.25695115299515336
PB20.13.28_Comb23Ch34,3865432.743914,3865432.7392578125,0.7089428039266586
PB20.13.15_Comb26Ch34,4073104.863055,4073104.8583984375,0.1734514709904297
PB20.13.15_Comb10Ch34,4170379.643328,4170379.638671875,0.5401455816016888
PB20.13.31_Comb15Ch34,3900527.958758,3900527.9541015625,0.41494818297826647
PB20.13.31_Comb12Ch34,4001235.966571,4001235.9619140625,0.22961723416393084
PB20.13.13_Comb03Ch34,4039993.290789,4039993.2861328125,0.34113267552408344
PB20.13.10_Comb01Ch34,3878402.714618,3878402.7099609375,0.468358935657899
PB20.13.12_Comb09Ch34,3887405.400164,3887405.3955078125,0.6330336929005576
PB20.13.31_Comb21Ch34,4153594.97536,4153594.970703125,0.1515855279535628
PB20.13.11_Comb13Ch34,3933563.237078,3933563.232421875,0.34571651149679034
PB20.13.15_Comb04Ch34,3889999.394305,3889999.3896484375,0.36185925454036094
PB20.13.28_Comb24Ch34,3957901.005633,3957901.0009765625,0.17574945453548946
PB20.13.31_Comb19Ch34,4315948.490985,4315948.486328125,0.39121849887957927
PB20.13.31_Comb28Ch34,4028396.611102,4028396.6064453125,0.12901496914613145
PB20.13.11_Comb03Ch34,4016647.343524,4016647.3388671875,0.2845971440366282
PB20.13.10_Comb02Ch34,3967742.924578,3967742.919921875,0.18308844215294376
PB20.13.10_Comb17Ch34,4191436.772235,4191436.767578125,0.25363974090993796
PB20.13.13_Comb02Ch34,4081497.197039,4081497.1923828125,0.2052969881474483
PB20.13.13_Comb06Ch34,4060592.656024,4060592.6513671875,0.30785335683872544
PB20.13.12_Comb08Ch34,3974456.791766,3974456.787109375,0.24395598272401284
PB20.13.11_Comb17Ch34,3982391.362078,3982391.357421875,0.01119661251792401
PB20.13.15_Comb14Ch34,4263687.138446,4263687.1337890625,0.30765942017259734
PB20.13.10_Comb19Ch34,3976898.198016,3976898.193359375,0.23040185237954652
PB20.13.15_Comb23Ch34,4166717.533953,4166717.529296875,3.287067873666156
PB20.13.12_Comb02Ch34,4366989.140399,4366989.1357421875,1.8003648211631438
