Name,Nominal Frequency,Actual Frequency,Resistance
PB20.13.28_Comb21Ch33,3758087.16286,3758087.158203125,0.31085272651483814
PB20.13.28_Comb28Ch33,3963699.345477,3963699.3408203125,0.42082773326013745
PB20.13.11_Comb11Ch33,3982772.831805,3982772.8271484375,0.25494629892116155
PB20.13.15_Comb22Ch33,3905029.301532,3905029.296875,0.3202616702014902
PB20.13.28_Comb05Ch33,3921966.557391,3921966.552734375,0.4089451940749253
PB20.13.12_Comb12Ch33,3907394.413836,3907394.4091796875,0.5584309603614195
PB20.13.15_Comb30Ch33,4240798.954852,4240798.9501953125,0.29905060815362755
PB20.13.12_Comb21Ch33,4361572.270282,4361572.265625,0.36847331215088536
PB20.13.11_Comb15Ch33,4011917.118914,4011917.1142578125,0.17547885613231518
PB20.13.15_Comb13Ch33,3964996.342547,3964996.337890625,0.12199536464158885
PB20.13.28_Comb17Ch33,3987045.292743,3987045.2880859375,0.11984895027043187
PB20.13.12_Comb29Ch33,3770675.663836,3770675.6591796875,0.17117000786057124
PB20.13.13_Comb24Ch33,3993606.572039,3993606.5673828125,0.16035950627986376
PB20.13.31_Comb17Ch33,3947982.792743,3947982.7880859375,0.24232052876988924
PB20.13.13_Comb05Ch33,3817596.440203,3817596.435546875,0.3978521041745511
PB20.13.10_Comb16Ch33,4425048.832782,4425048.828125,0.6415443913653167
PB20.13.10_Comb24Ch33,3752746.586688,3752746.58203125,1.7396760913984646
PB20.13.12_Comb23Ch33,3958511.357196,3958511.3525390625,0.37471725991976446
PB20.13.11_Comb16Ch33,3883285.527118,3883285.5224609375,0.2919941024102932
PB20.13.10_Comb28Ch33,3958435.06325,3958435.05859375,0.14415945590198986
PB20.13.10_Comb26Ch33,3787689.213641,3787689.208984375,0.8352147155104129
PB20.13.15_Comb21Ch33,4081878.666766,4081878.662109375,0.25505731551575345
PB20.13.28_Comb23Ch33,3816604.618914,3816604.6142578125,0.7208799907690787
PB20.13.28_Comb04Ch33,4542388.920672,4542388.916015625,0.5900634140319843
PB20.13.15_Comb26Ch33,4003982.548602,4003982.5439453125,0.16465929264749274
PB20.13.15_Comb10Ch33,4095916.752703,4095916.748046875,1.0618367174316283
PB20.13.31_Comb15Ch33,3793029.789813,3793029.78515625,0.7670899943919861
PB20.13.31_Comb12Ch33,3887481.69411,3887481.689453125,0.44071503980222065
PB20.13.13_Comb03Ch33,3863601.689227,3863601.6845703125,0.56610266859547
PB20.13.10_Comb01Ch33,3799743.657,3799743.65234375,0.5081301656942371
PB20.13.12_Comb09Ch33,3816528.324969,3816528.3203125,0.540956438147314
PB20.13.31_Comb21Ch33,4067306.523211,4067306.5185546875,0.1555085742090502
PB20.13.11_Comb13Ch33,3839035.038836,3839035.0341796875,0.34930705005127793
PB20.13.15_Comb04Ch33,3789901.738055,3789901.7333984375,0.640533258870195
PB20.13.28_Comb24Ch33,3856582.646258,3856582.6416015625,0.3075763919128378
PB20.13.31_Comb19Ch33,4191894.535907,4191894.53125,0.1938694639881927
PB20.13.31_Comb28Ch33,3938217.167743,3938217.1630859375,0.2813092649886772
PB20.13.11_Comb03Ch33,3927459.721453,3927459.716796875,0.25580273836543743
PB20.13.10_Comb02Ch33,3906097.416766,3906097.412109375,0.19158477226844922
PB20.13.10_Comb17Ch33,4123764.042743,4123764.0380859375,0.27119441155104873
PB20.13.13_Comb02Ch33,3973617.558368,3973617.5537109375,0.2085332128635023
PB20.13.13_Comb06Ch33,3943252.568133,3943252.5634765625,0.6528082133494687
PB20.13.12_Comb08Ch33,3897476.200946,3897476.1962890625,0.4004229222807703
PB20.13.11_Comb17Ch33,3911666.874774,3911666.8701171875,17.15238743605714
PB20.13.15_Comb14Ch33,4169235.234149,4169235.2294921875,0.3098261738201098
PB20.13.10_Comb19Ch33,3833160.405047,3833160.400390625,0.4084448848561069
PB20.13.15_Comb23Ch33,4076995.854266,4076995.849609375,0.5053540967868586
PB20.13.12_Comb02Ch33,4258728.032,4258728.02734375,3.0499673943975782
PB20.13.15_Comb11Ch33,4103775.029071,4103775.0244140625,0.5645792361198204
PB20.13.28_Comb06Ch33,4405822.758563,4405822.75390625,0.6625969271993923
PB20.13.12_Comb25Ch33,4079666.142352,4079666.1376953125,0.4460034431809024
PB20.13.13_Comb23Ch33,4129104.618914,4129104.6142578125,0.29227936957335016
PB20.13.11_Comb08Ch33,4229965.214618,4229965.2099609375,0.2573550311427276
PB20.13.28_Comb18Ch33,3978805.546649,3978805.5419921875,0.37937790365495716
PB20.13.12_Comb03Ch33,3818130.497821,3818130.4931640625,0.42847649313140124
PB20.13.12_Comb05Ch33,4215087.895282,4215087.890625,0.1742607481919939
PB20.13.10_Comb07Ch33,3964614.872821,3964614.8681640625,0.2120042342910959
PB20.13.13_Comb29Ch33,4175796.513446,4175796.5087890625,0.254072551203386
PB20.13.13_Comb27Ch33,3922500.615008,3922500.6103515625,0.3334785999833426
PB20.13.13_Comb17Ch33,3919677.739032,3919677.734375,0.2931289922769915
PB20.13.13_Comb26Ch33,4085922.245868,4085922.2412109375,0.17243266279040556
PB20.13.15_Comb20Ch33,4638442.997821,4638442.9931640625,130.40183458388321
PB20.13.12_Comb28Ch33,4072341.923602,4072341.9189453125,0.17666401516563635
PB20.13.28_Comb22Ch33,4100875.859149,4100875.8544921875,0.2643444955852424
PB20.13.31_Comb13Ch33,4046401.982196,4046401.9775390625,0.3292466298985987
PB20.13.13_Comb12Ch33,3981170.658953,3981170.654296875,0.18025858152687985
PB20.13.11_Comb18Ch33,3838272.099383,3838272.0947265625,0.3698992879563703
PB20.13.31_Comb20Ch33,3864059.452899,3864059.4482421875,0.4439470218277221
PB20.13.11_Comb20Ch33,4381103.520282,4381103.515625,0.728654829186339
PB20.13.10_Comb25Ch33,3926696.782,3926696.77734375,0.33152733717824645
PB20.13.15_Comb25Ch33,4004974.369891,4004974.365234375,0.2992322885128131
PB20.13.28_Comb10Ch33,4205474.858172,4205474.853515625,0.2608966369888947
PB20.13.15_Comb12Ch33,3795318.608172,3795318.603515625,0.3741932424668392
PB20.13.12_Comb15Ch33,3744277.958758,3744277.9541015625,0.4990346983478974
PB20.13.28_Comb12Ch33,4402923.588641,4402923.583984375,0.4668763454184216
PB20.13.31_Comb18Ch33,3971481.327899,3971481.3232421875,0.3507210950101092
PB20.13.13_Comb28Ch33,3967590.336688,3967590.33203125,0.1589026622486204
PB20.13.15_Comb28Ch33,4087219.242938,4087219.23828125,0.23469558188075063
PB20.13.12_Comb11Ch33,4345779.423602,4345779.4189453125,0.6090071493394217
PB20.13.11_Comb23Ch33,4122314.457782,4122314.453125,0.3090931498343091
PB20.13.28_Comb20Ch33,4355392.460711,4355392.4560546875,0.3271191629689071
PB20.13.15_Comb29Ch33,4014282.231219,4014282.2265625,0.13858470443166065
PB20.13.12_Comb10Ch33,4053039.555438,4053039.55078125,0.3864132577922635
PB20.13.15_Comb01Ch33,4053955.082782,4053955.078125,0.42735171814245554
PB20.13.31_Comb22Ch33,4262161.259539,4262161.2548828125,0.6492935490796938
PB20.13.28_Comb07Ch33,4013824.467547,4013824.462890625,0.5421047824033158
