Name,Nominal Frequency,Actual Frequency,Resistance
PB20.13.28_Comb21Ch18,2565231.327899,2565231.3232421875,0.3760692000545077
PB20.13.28_Comb28Ch18,2746124.272235,2746124.267578125,0.45593371771837027
PB20.13.15_Comb06Ch18,4374237.065203,4374237.060546875,0.012380253762745657
PB20.13.11_Comb11Ch18,2664566.044696,2664566.0400390625,0.5757815617248605
PB20.13.11_Comb28Ch18,3060836.796649,3060836.7919921875,0.2454427899052691
PB20.13.15_Comb22Ch18,2707519.535907,2707519.53125,19.44007716951106
PB20.13.28_Comb05Ch18,2697677.616961,2697677.6123046875,0.42039966112261273
PB20.13.12_Comb12Ch18,2637176.518328,2637176.513671875,0.44922485016021535
PB20.13.15_Comb24Ch18,3151702.885516,3151702.880859375,0.19639439408458065
PB20.13.15_Comb30Ch18,2805099.491961,2805099.4873046875,6.652040102838226
PB20.13.12_Comb21Ch18,2911987.309344,2911987.3046875,0.41949929234865946
PB20.13.15_Comb08Ch18,4052276.615985,4052276.611328125,9.718592159395362
PB20.13.11_Comb15Ch18,2769012.455828,2769012.451171875,1.3445898749119554
PB20.13.15_Comb13Ch18,2625656.132586,2625656.1279296875,0.25374316661683766
PB20.13.13_Comb07Ch18,2771301.274188,2771301.26953125,1.3070615464316773
PB20.13.28_Comb17Ch18,2614669.804461,2614669.7998046875,0.2053184373496863
PB20.13.28_Comb29Ch18,3041458.134539,3041458.1298828125,0.2077734113714206
PB20.13.12_Comb29Ch18,2607727.055438,2607727.05078125,0.2044405820121478
PB20.13.13_Comb24Ch18,2690353.398211,2690353.3935546875,0.2684205353116033
PB20.13.31_Comb17Ch18,2730712.895282,2730712.890625,0.23631882511967403
PB20.13.13_Comb05Ch18,2625045.781024,2625045.7763671875,0.4485711513137703
PB20.13.10_Comb16Ch18,2954864.50661,2954864.501953125,0.4767518439726427
PB20.13.10_Comb24Ch18,2576675.419696,2576675.4150390625,1.9437000626267915
PB20.13.12_Comb23Ch18,2680053.715594,2680053.7109375,0.8732473765042674
PB20.13.11_Comb16Ch18,2687911.991961,2687911.9873046875,0.2823466356390927
PB20.13.10_Comb28Ch18,2722320.561297,2722320.556640625,0.910935966541944
PB20.13.10_Comb26Ch18,2587585.453875,2587585.44921875,0.5960302791039661
PB20.13.15_Comb21Ch18,2881164.555438,2881164.55078125,0.29868978866001206
PB20.13.28_Comb23Ch18,2592315.678485,2592315.673828125,0.582750985884238
PB20.13.28_Comb04Ch18,2945861.821063,2945861.81640625,0.2404143097487224
PB20.13.15_Comb26Ch18,2676467.900164,2676467.8955078125,0.3392778150995415
