Name,Nominal Frequency,Actual Frequency,Resistance
PB20.13.28_Comb21Ch04,1753692.63161,1753692.626953125,0.18593064387916844
PB20.13.28_Comb28Ch04,1819229.130633,1819229.1259765625,0.23454704933551884
PB20.13.15_Comb06Ch04,2809677.12868,2809677.1240234375,6.553695798307655
PB20.13.11_Comb11Ch04,1776275.639422,1776275.634765625,0.2728955721078591
PB20.13.11_Comb28Ch04,1845932.011493,1845932.0068359375,0.2763707372755133
PB20.13.15_Comb22Ch04,1804504.399188,1804504.39453125,0.32350805018799783
PB20.13.28_Comb05Ch04,1846771.244891,1846771.240234375,0.2173046452167039
PB20.13.12_Comb12Ch04,1791458.134539,1791458.1298828125,0.25427778482751306
PB20.13.15_Comb24Ch04,1887817.387469,1887817.3828125,0.34508873982088245
PB20.13.31_Comb08Ch04,1797866.825946,1797866.8212890625,0.35517993083263855
PB20.13.15_Comb30Ch04,1807479.863055,1807479.8583984375,0.38182061285130725
PB20.13.12_Comb21Ch04,1874084.477313,1874084.47265625,0.31866892939716596
PB20.13.15_Comb08Ch04,2106628.422625,2106628.41796875,0.2927949699468084
PB20.13.11_Comb15Ch04,1856307.988055,1856307.9833984375,0.14388087047794695
PB20.13.13_Comb07Ch04,1789779.667743,1789779.6630859375,0.14840878948456904
PB20.13.28_Comb17Ch04,1790618.901141,1790618.896484375,0.14327602929408498
PB20.13.28_Comb29Ch04,1826019.291766,1826019.287109375,0.22047649136877573
PB20.13.12_Comb29Ch04,1804351.811297,1804351.806640625,0.1795978864479564
PB20.13.31_Comb09Ch04,1841354.374774,1841354.3701171875,0.1902567501459178
PB20.13.13_Comb24Ch04,1791000.370868,1791000.3662109375,0.1790923481165377
PB20.13.31_Comb17Ch04,1820678.715594,1820678.7109375,0.190568027967747
PB20.13.13_Comb05Ch04,1785736.088641,1785736.083984375,0.2599428039393105
PB20.13.10_Comb16Ch04,1862106.327899,1862106.3232421875,0.28750668267829693
PB20.13.10_Comb24Ch04,1751937.870868,1751937.8662109375,0.6740890974726073
