Name,Nominal Frequency,Actual Frequency,Resistance
PB20.13.28_Comb21Ch31,3568191.532977,3568191.5283203125,0.15990993298002762
PB20.13.28_Comb28Ch31,3784332.280047,3784332.275390625,0.4551366722251462
PB20.13.11_Comb11Ch31,3686752.323993,3686752.3193359375,0.5693235254247513
PB20.13.15_Comb22Ch31,3728790.28786,3728790.283203125,0.5350737536430521
PB20.13.28_Comb05Ch31,3715209.965594,3715209.9609375,0.21902842678704793
PB20.13.12_Comb12Ch31,3719863.896258,3719863.8916015625,0.5273383213458306
PB20.13.31_Comb08Ch31,3730468.754657,3730468.75,0.3754045740473043
PB20.13.15_Comb30Ch31,4036941.532977,4036941.5283203125,0.3205489042532407
PB20.13.12_Comb21Ch31,4141006.474383,4141006.4697265625,0.369840784729215
PB20.13.11_Comb15Ch31,3832778.935321,3832778.9306640625,0.4009158111819247
PB20.13.15_Comb13Ch31,3791046.147235,3791046.142578125,0.24700563925346034
PB20.13.13_Comb07Ch31,4274444.584735,4274444.580078125,0.1537568513255998
PB20.13.28_Comb17Ch31,3799972.538836,3799972.5341796875,0.21826617874726226
PB20.13.12_Comb29Ch31,3593521.122821,3593521.1181640625,0.1862887486845649
PB20.13.31_Comb09Ch31,4003829.960711,4003829.9560546875,0.9172004706575073
PB20.13.13_Comb24Ch31,3810501.103289,3810501.0986328125,0.23765992381520226
PB20.13.31_Comb17Ch31,3766555.790789,3766555.7861328125,0.2612859967354041
PB20.13.13_Comb05Ch31,3622894.291766,3622894.287109375,0.2337231914401052
PB20.13.10_Comb16Ch31,4240188.603289,4240188.5986328125,0.4104887328564335
PB20.13.10_Comb24Ch31,3570327.763446,3570327.7587890625,2.1710162940638424
PB20.13.12_Comb23Ch31,3672256.474383,3672256.4697265625,147.16261606152906
PB20.13.11_Comb16Ch31,3698577.885516,3698577.880859375,0.3086000934007783
PB20.13.10_Comb28Ch31,3660278.324969,3660278.3203125,0.32919985025620774
PB20.13.10_Comb26Ch31,3589859.013446,3589859.0087890625,0.3851853005565294
PB20.13.15_Comb21Ch31,3757858.281024,3757858.2763671875,0.5061782283798668
PB20.13.28_Comb23Ch31,3611373.906024,3611373.9013671875,0.41071514931038383
PB20.13.28_Comb04Ch31,4334030.156024,4334030.1513671875,0.24819574291828236
PB20.13.15_Comb26Ch31,3841781.620868,3841781.6162109375,0.3063006276252406
PB20.13.15_Comb10Ch31,3905258.183368,3905258.1787109375,0.689283732034902
PB20.13.31_Comb15Ch31,3639144.902118,3639144.8974609375,0.620070728153246
PB20.13.31_Comb12Ch31,3715896.611102,3715896.6064453125,0.47792846941179357
PB20.13.13_Comb03Ch31,3666381.840594,3666381.8359375,0.49699884593850674
PB20.13.10_Comb01Ch31,3622055.058368,3622055.0537109375,0.2855259735243147
PB20.13.12_Comb09Ch31,3626861.576922,3626861.572265625,0.29541677333244987
PB20.13.31_Comb21Ch31,3882141.117938,3882141.11328125,0.2942882649605723
PB20.13.11_Comb13Ch31,3660736.088641,3660736.083984375,0.17561412100238516
PB20.13.15_Comb04Ch31,3638839.726336,3638839.7216796875,0.5982026810063231
PB20.13.28_Comb24Ch31,3701705.937274,3701705.9326171875,0.3288864883719729
PB20.13.31_Comb19Ch31,4008178.715594,4008178.7109375,0.22323234319179625
PB20.13.31_Comb03Ch31,3942260.746844,3942260.7421875,0.5150739693805174
PB20.13.31_Comb06Ch31,3724136.357196,3724136.3525390625,0.3564546238088359
PB20.13.31_Comb28Ch31,3733367.924578,3733367.919921875,0.31428121706528195
PB20.13.12_Comb01Ch31,4387283.329852,4387283.3251953125,0.1559595489931663
PB20.13.11_Comb03Ch31,3744277.958758,3744277.9541015625,0.5310386086302586
PB20.13.10_Comb02Ch31,3678436.283953,3678436.279296875,0.14129335905982301
PB20.13.10_Comb17Ch31,3930664.067157,3930664.0625,0.5142823985323546
PB20.13.13_Comb02Ch31,3810424.809344,3810424.8046875,0.3303831368321898
PB20.13.13_Comb19Ch31,4393692.021258,4393692.0166015625,0.09462505174227133
PB20.13.13_Comb06Ch31,3775177.00661,3775177.001953125,0.6038856663937769
PB20.13.28_Comb26Ch31,4245834.355243,4245834.3505859375,0.19350012777004566
PB20.13.12_Comb08Ch31,3706817.63161,3706817.626953125,0.3659999437678292
PB20.13.11_Comb17Ch31,3798370.365985,3798370.361328125,0.32958795667236157
PB20.13.15_Comb14Ch31,3968734.745868,3968734.7412109375,1.05112472711514
PB20.13.10_Comb19Ch31,3549423.22243,3549423.2177734375,0.2709670159385108
PB20.13.15_Comb23Ch31,3793869.023211,3793869.0185546875,5.2653183956179905
PB20.13.12_Comb02Ch31,3981094.365008,3981094.3603515625,2.48446961127094
PB20.13.15_Comb11Ch31,3918838.505633,3918838.5009765625,0.8781337897184243
PB20.13.28_Comb06Ch31,4105911.259539,4105911.2548828125,0.6149681247117789
PB20.13.12_Comb25Ch31,3880920.414813,3880920.41015625,0.4441079548942884
PB20.13.13_Comb23Ch31,3939666.752703,3939666.748046875,0.6002753345142399
PB20.13.11_Comb08Ch31,4036941.532977,4036941.5283203125,0.12436125130047611
PB20.13.13_Comb30Ch31,4413299.565203,4413299.560546875,0.2552280622396945
PB20.13.28_Comb18Ch31,3793945.317157,3793945.3125,0.4226610514860844
PB20.13.12_Comb03Ch31,3646163.945086,3646163.9404296875,0.22241536455327432
PB20.13.12_Comb05Ch31,4025802.616961,4025802.6123046875,0.18010981408715016
PB20.13.10_Comb07Ch31,3574981.69411,3574981.689453125,0.21217500642995385
PB20.13.13_Comb29Ch31,3995742.802508,3995742.7978515625,0.4523450374188847
PB20.13.13_Comb27Ch31,3752670.292743,3752670.2880859375,0.40581976597879016
PB20.13.13_Comb17Ch31,3727264.408953,3727264.404296875,0.16830352741629367
PB20.13.13_Comb26Ch31,3903427.12868,3903427.1240234375,0.35867785331362917
PB20.13.12_Comb28Ch31,3891372.685321,3891372.6806640625,0.17330981378640256
PB20.13.28_Comb22Ch31,3923568.730243,3923568.7255859375,0.5547247689121635
PB20.13.31_Comb13Ch31,3861007.695086,3861007.6904296875,0.6820991363736991
PB20.13.13_Comb12Ch31,3815002.446063,3815002.44140625,0.3010460794113848
PB20.13.11_Comb18Ch31,3623123.173602,3623123.1689453125,0.18581394418756556
PB20.13.12_Comb07Ch31,4253005.986102,4253005.9814453125,0.22284617368573922
PB20.13.31_Comb20Ch31,3703689.579852,3703689.5751953125,0.45268900745294943
PB20.13.11_Comb20Ch31,4060592.656024,4060592.6513671875,1.0383873350592505
PB20.13.10_Comb25Ch31,3724365.239032,3724365.234375,0.33524567767936525
PB20.13.15_Comb25Ch31,3808746.342547,3808746.337890625,0.4710360622949355
PB20.13.28_Comb10Ch31,4018936.161883,4018936.1572265625,0.5604570655905529
PB20.13.15_Comb12Ch31,3604660.038836,3604660.0341796875,0.21620931399661927
PB20.13.12_Comb15Ch31,3557128.910907,3557128.90625,0.2505178327825934
PB20.13.28_Comb12Ch31,4111862.187274,4111862.1826171875,0.25482913826069825
PB20.13.31_Comb18Ch31,3816070.561297,3816070.556640625,1.817178021855667
PB20.13.13_Comb28Ch31,3808746.342547,3808746.337890625,0.3074885603302203
PB20.13.15_Comb28Ch31,3731460.575946,3731460.5712890625,0.4952182433483368
PB20.13.12_Comb11Ch31,4141693.119891,4141693.115234375,0.7089432828319574
PB20.13.11_Comb23Ch31,3930664.067157,3930664.0625,0.5783560883095129
PB20.13.28_Comb20Ch31,4158325.199969,4158325.1953125,0.4308690922729929
PB20.13.15_Comb29Ch31,3845367.436297,3845367.431640625,0.2669884814665941
PB20.13.12_Comb10Ch31,3866958.622821,3866958.6181640625,2.0505407501821695
PB20.13.15_Comb01Ch31,3856124.882586,3856124.8779296875,3.210877545730248
PB20.13.31_Comb22Ch31,4076080.326922,4076080.322265625,0.6991993852473166
PB20.13.28_Comb07Ch31,3839950.56618,3839950.5615234375,0.577331246742735
PB20.13.28_Comb03Ch31,3708190.922625,3708190.91796875,0.19400250629197932
