Name,Nominal Frequency,Actual Frequency,Resistance
PB20.13.28_Comb21Ch01,1617507.939227,1617507.9345703125,63.41479866761996
PB20.13.11_Comb11Ch01,1608505.25368,1608505.2490234375,82.45989873324815
PB20.13.28_Comb05Ch01,1690826.420672,1690826.416015625,3.5275955463586506
PB20.13.12_Comb12Ch01,1594619.755633,1594619.7509765625,138.03640923686345
PB20.13.15_Comb24Ch01,1602172.856219,1602172.8515625,52.08176287702617
PB20.13.10_Comb22Ch01,2521362.309344,2521362.3046875,0.9441447944132093
PB20.13.15_Comb08Ch01,1652755.741961,1652755.7373046875,222.1408912946238
PB20.13.11_Comb15Ch01,1636886.601336,1636886.5966796875,98.68709040658587
PB20.13.15_Comb13Ch01,1624603.276141,1624603.271484375,1.4768044164750413
PB20.13.13_Comb07Ch01,1642456.059344,1642456.0546875,24.599327798230846
PB20.13.28_Comb17Ch01,1634445.195086,1634445.1904296875,6.429124070553267
PB20.13.28_Comb29Ch01,1653900.151141,1653900.146484375,1.4752186728026513
PB20.13.12_Comb29Ch01,1594467.167743,1594467.1630859375,0.7493446162409962
PB20.13.10_Comb13Ch01,1528320.317157,1528320.3125,7.893800179265025
PB20.13.31_Comb09Ch01,1694412.236102,1694412.2314453125,5.573142834576249
PB20.13.31_Comb17Ch01,1660156.254657,1660156.25,3.339499279064888
PB20.13.13_Comb05Ch01,1629867.558368,1629867.5537109375,31.692069245467394
PB20.13.10_Comb16Ch01,1609649.66286,1609649.658203125,14.303845866955447
PB20.13.10_Comb24Ch01,1593627.934344,1593627.9296875,45.61076040571613
PB20.13.12_Comb19Ch01,1696014.408953,1696014.404296875,55.013377946109166
PB20.13.12_Comb23Ch01,1587905.888446,1587905.8837890625,0.4467819230146417
PB20.13.10_Comb28Ch01,1609802.25075,1609802.24609375,39.04985977238475
PB20.13.10_Comb26Ch01,1603317.265399,1603317.2607421875,444.1504579495394
PB20.13.28_Comb23Ch01,1632919.31618,1632919.3115234375,10.550806928816055
PB20.13.28_Comb04Ch01,1706161.50368,1706161.4990234375,0.7529580460346801
PB20.13.15_Comb26Ch01,1634445.195086,1634445.1904296875,13.589072633612327
PB20.13.10_Comb18Ch01,1568069.462664,1568069.4580078125,36.85338107915027
PB20.13.15_Comb10Ch01,1601333.622821,1601333.6181640625,55.5231261418929
PB20.13.31_Comb12Ch01,1624221.806414,1624221.8017578125,443.78696489980626
PB20.13.10_Comb01Ch01,1642150.883563,1642150.87890625,3.872545868370784
PB20.13.12_Comb09Ch01,1648406.987078,1648406.982421875,4.812098132504132
PB20.13.28_Comb30Ch01,1635742.192157,1635742.1875,110.89676725738452
PB20.13.31_Comb21Ch01,1623764.042743,1623764.0380859375,11.564143596733732
PB20.13.11_Comb13Ch01,1601181.03493,1601181.0302734375,63.455381054316106
PB20.13.15_Comb04Ch01,1592864.994891,1592864.990234375,44.334083113713596
PB20.13.28_Comb24Ch01,1601638.798602,1601638.7939453125,36.759830544328295
PB20.13.12_Comb27Ch01,1659927.372821,1659927.3681640625,1.427681309263206
PB20.13.31_Comb03Ch01,1679382.328875,1679382.32421875,34.03945126454489
PB20.13.31_Comb06Ch01,1674728.398211,1674728.3935546875,110.97519687133772
PB20.13.12_Comb01Ch01,1733703.617938,1733703.61328125,14.865100054524092
PB20.13.11_Comb06Ch01,1586685.185321,1586685.1806640625,62.71308319053356
PB20.13.10_Comb02Ch01,1626739.50661,1626739.501953125,63.3918937109719
PB20.13.10_Comb17Ch01,1699829.106219,1699829.1015625,1.5505680092365746
PB20.13.13_Comb02Ch01,1640090.947039,1640090.9423828125,1.5409116223022437
PB20.13.13_Comb19Ch01,1687393.193133,1687393.1884765625,14.245750013763203
PB20.13.28_Comb26Ch01,1619110.112078,1619110.107421875,9.647193515898403
PB20.13.12_Comb08Ch01,1603775.029071,1603775.0244140625,111.03562154184527
PB20.13.11_Comb17Ch01,1616668.705828,1616668.701171875,103.953516059983
PB20.13.10_Comb19Ch01,1591262.822039,1591262.8173828125,16.249437921249598
PB20.13.28_Comb06Ch01,1615219.120868,1615219.1162109375,443.9433734513425
PB20.13.12_Comb25Ch01,1591491.703875,1591491.69921875,0.6527987055905062
PB20.13.15_Comb07Ch01,1641159.062274,1641159.0576171875,4.241452718751433
PB20.13.13_Comb30Ch01,1648788.456805,1648788.4521484375,0.7525629637958754
PB20.13.12_Comb03Ch01,1616287.236102,1616287.2314453125,110.98120164644828
PB20.13.31_Comb07Ch01,1690216.06911,1690216.064453125,396.79693937681344
PB20.13.10_Comb07Ch01,1618347.172625,1618347.16796875,62.775385358678854
PB20.13.13_Comb29Ch01,1685943.608172,1685943.603515625,0.3338069595319148
PB20.13.13_Comb27Ch01,1590652.470477,1590652.4658203125,1.3475315621881112
PB20.13.13_Comb17Ch01,1700973.515399,1700973.5107421875,0.8733932773754802
PB20.13.15_Comb20Ch01,1634597.782977,1634597.7783203125,313.6774575000704
PB20.13.12_Comb28Ch01,1589202.885516,1589202.880859375,1.0526926845859779
PB20.13.28_Comb22Ch01,1650619.511493,1650619.5068359375,312.61031461601095
PB20.13.10_Comb15Ch01,1741790.776141,1741790.771484375,24.224448072897008
PB20.13.13_Comb12Ch01,1649551.396258,1649551.3916015625,0.18989975237169457
PB20.13.11_Comb18Ch01,1606140.141375,1606140.13671875,35.65652282260162
PB20.13.10_Comb03Ch01,3572616.581805,3572616.5771484375,69.72529769189364
PB20.13.11_Comb22Ch01,1603698.735125,1603698.73046875,111.03595368930368
PB20.13.31_Comb01Ch01,1622543.339618,1622543.3349609375,110.95402795192733
PB20.13.10_Comb25Ch01,1601715.092547,1601715.087890625,2.1863428277395536
PB20.13.13_Comb22Ch01,1633987.431414,1633987.4267578125,7.431198283707348
PB20.13.28_Comb10Ch01,1708374.028094,1708374.0234375,4.457339890485375
PB20.13.12_Comb15Ch01,1594467.167743,1594467.1630859375,51.89770974604609
PB20.13.28_Comb12Ch01,1623916.630633,1623916.6259765625,443.79226387801174
PB20.13.13_Comb28Ch01,1632232.670672,1632232.666015625,1.5363263342104267
PB20.13.15_Comb28Ch01,1632537.846453,1632537.841796875,32.772629793174886
