Name,Nominal Frequency,Actual Frequency,Resistance
PB20.13.28_Comb21Ch01,1633834.843524,1633834.8388671875,1.3852096795495077
PB20.13.28_Comb21Ch02,1660385.136493,1660385.1318359375,1.2875572275816367
PB20.13.28_Comb21Ch03,1699981.69411,1699981.689453125,2.3658157344534465
PB20.13.28_Comb21Ch04,1753692.63161,1753692.626953125,1.3729655943235126
PB20.13.28_Comb21Ch05,1814193.730243,1814193.7255859375,1.4658968514673412
PB20.13.28_Comb21Ch06,1871643.071063,1871643.06640625,1.5826843077754906
PB20.13.28_Comb21Ch07,1914138.798602,1914138.7939453125,2.115428717144367
PB20.13.28_Comb21Ch08,1971740.727313,1971740.72265625,2.1008785980681344
PB20.13.28_Comb21Ch09,2043838.505633,2043838.5009765625,1.6376621307746517
PB20.13.28_Comb21Ch10,2086868.290789,2086868.2861328125,1.4780385987596711
PB20.13.28_Comb21Ch11,2162323.002703,2162322.998046875,1.8998926823702664
PB20.13.28_Comb21Ch12,2214660.649188,2214660.64453125,1.5450717515476993
PB20.13.28_Comb21Ch13,2264099.12575,2264099.12109375,2.9277982843218666
PB20.13.28_Comb21Ch14,2326736.454852,2326736.4501953125,1.657431748762294
PB20.13.28_Comb21Ch15,2382278.447039,2382278.4423828125,1.7461844046486374
PB20.13.28_Comb21Ch16,2444610.60036,2444610.595703125,1.6926894700325459
PB20.13.28_Comb21Ch17,2525100.712664,2525100.7080078125,1.9660240565040445
PB20.13.28_Comb21Ch18,2565078.740008,2565078.7353515625,2.4798073161954304
PB20.13.28_Comb21Ch19,2648391.728289,2648391.7236328125,1.6638890482660038
PB20.13.28_Comb21Ch20,2718963.627703,2718963.623046875,1.0646888731287918
PB20.13.28_Comb21Ch21,2806625.370868,2806625.3662109375,1.5011412361507201
PB20.13.28_Comb21Ch22,2875976.567157,2875976.5625,1.7935905823097011
PB20.13.28_Comb21Ch23,2940750.126727,2940750.1220703125,1.6972512168580123
PB20.13.28_Comb21Ch24,3018493.657,3018493.65234375,2.039305721631262
PB20.13.28_Comb21Ch25,3085250.859149,3085250.8544921875,1.7068841380935396
PB20.13.28_Comb21Ch26,3143844.609149,3143844.6044921875,1.3846456411149026
PB20.13.28_Comb21Ch27,3249359.135516,3249359.130859375,1.6216967466613237
PB20.13.28_Comb21Ch28,3313293.461688,3313293.45703125,1.2689066388964965
PB20.13.28_Comb21Ch29,3409042.363055,3409042.3583984375,3.024237122022175
PB20.13.28_Comb21Ch30,3470382.695086,3470382.6904296875,2.4485600329444708
PB20.13.28_Comb21Ch31,3568191.532977,3568191.5283203125,1.5569834985323476
PB20.13.28_Comb21Ch32,3684005.741961,3684005.7373046875,1.8142076549557733
PB20.13.28_Comb21Ch33,3758087.16286,3758087.158203125,1.6026382111236024
PB20.13.28_Comb21Ch34,3822555.546649,3822555.5419921875,2.096503058111956
PB20.13.28_Comb21Ch35,3924484.257586,3924484.2529296875,1.4268540985685818
PB20.13.28_Comb21Ch36,4007568.364032,4007568.359375,1.3314202870624292
PB20.13.28_Comb21Ch37,4134063.72536,4134063.720703125,1.3606551091894508
PB20.13.28_Comb21Ch38,4206466.679461,4206466.6748046875,1.2268503402589581
PB20.13.28_Comb21Ch39,4309463.505633,4309463.5009765625,2.3200374350391884
PB20.13.28_Comb28Ch01,1674041.752703,1674041.748046875,1.747421474848299
PB20.13.28_Comb28Ch02,1720657.353289,1720657.3486328125,1.3839720418335841
PB20.13.28_Comb28Ch03,1762847.905047,1762847.900390625,1.3433695764518385
PB20.13.28_Comb28Ch04,1819229.130633,1819229.1259765625,1.382734647767656
PB20.13.28_Comb28Ch05,1931762.699969,1931762.6953125,1.5663801760339682
PB20.13.28_Comb28Ch06,1983489.994891,1983489.990234375,1.5605694920311766
PB20.13.28_Comb28Ch07,2039031.987078,2039031.982421875,1.5801295695832231
PB20.13.28_Comb28Ch08,2096405.033953,2096405.029296875,1.5843122617682244
PB20.13.28_Comb28Ch09,2151489.262469,2151489.2578125,1.1120643372643741
PB20.13.28_Comb28Ch10,2212753.300555,2212753.2958984375,2.372360565055798
PB20.13.28_Comb28Ch11,2279891.97243,2279891.9677734375,1.8318275383137372
PB20.13.28_Comb28Ch12,2348327.641375,2348327.63671875,1.5717737956464466
PB20.13.28_Comb28Ch13,2400436.406024,2400436.4013671875,1.6623384351732213
PB20.13.28_Comb28Ch14,2465133.671649,2465133.6669921875,2.214186535768424
PB20.13.28_Comb28Ch15,2538223.271258,2538223.2666015625,1.744226994240957
PB20.13.28_Comb28Ch16,2608642.582782,2608642.578125,1.3091904706573634
PB20.13.28_Comb28Ch17,2662811.283953,2662811.279296875,1.7084821545728461
PB20.13.28_Comb28Ch18,2746047.978289,2746047.9736328125,1.7053930954904089
PB20.13.28_Comb28Ch19,2815856.93825,2815856.93359375,1.1410980084419753
PB20.13.28_Comb28Ch20,2884445.195086,2884445.1904296875,1.9335759470419884
PB20.13.28_Comb28Ch21,2959365.849383,2959365.8447265625,1.7319815892148656
PB20.13.28_Comb28Ch22,3037033.085711,3037033.0810546875,1.748160012787127
PB20.13.28_Comb28Ch23,3104400.639422,3104400.634765625,1.4543399495337779
PB20.13.28_Comb28Ch24,3195800.785907,3195800.78125,1.8324702553313814
PB20.13.28_Comb28Ch25,3257675.175555,3257675.1708984375,1.52221412672059
PB20.13.28_Comb28Ch26,3348464.970477,3348464.9658203125,1.8323434236718381
PB20.13.28_Comb28Ch27,3433609.013446,3433609.0087890625,1.5182263508575042
PB20.13.28_Comb28Ch28,3525238.041766,3525238.037109375,1.8106380835927303
PB20.13.28_Comb28Ch29,3584594.731219,3584594.7265625,1.7339785625950457
PB20.13.28_Comb28Ch30,3692932.133563,3692932.12890625,2.0005078559421574
PB20.13.28_Comb28Ch31,3784332.280047,3784332.275390625,1.8677690980634671
PB20.13.28_Comb28Ch32,3885955.815203,3885955.810546875,1.708632633716688
PB20.13.28_Comb28Ch33,3963851.933368,3963851.9287109375,1.750461420717827
