Name,Nominal Frequency,Actual Frequency,Resistance
PB20.13.28_Comb21Ch01,1633834.843524,1633834.8388671875,1.3642047022635055
PB20.13.28_Comb21Ch02,1660385.136493,1660385.1318359375,1.2739131459693118
PB20.13.28_Comb21Ch03,1699981.69411,1699981.689453125,2.346419417489625
PB20.13.28_Comb21Ch04,1753692.63161,1753692.626953125,1.3560733723567329
PB20.13.28_Comb21Ch05,1814193.730243,1814193.7255859375,1.4493958297070508
PB20.13.28_Comb21Ch06,1871643.071063,1871643.06640625,1.5626393424902933
PB20.13.28_Comb21Ch07,1914138.798602,1914138.7939453125,2.0960770087941922
PB20.13.28_Comb21Ch08,1971740.727313,1971740.72265625,2.080338550240417
PB20.13.28_Comb21Ch09,2043838.505633,2043838.5009765625,1.6156774862162733
PB20.13.28_Comb21Ch10,2086868.290789,2086868.2861328125,1.1019466594575225
PB20.13.28_Comb21Ch11,2162323.002703,2162322.998046875,1.8692507364496114
PB20.13.28_Comb21Ch12,2214660.649188,2214660.64453125,1.5184614727013226
PB20.13.28_Comb21Ch13,2264099.12575,2264099.12109375,2.892527948724369
PB20.13.28_Comb21Ch14,2326736.454852,2326736.4501953125,1.6297858425979235
PB20.13.28_Comb21Ch15,2382278.447039,2382278.4423828125,1.7178875980469315
PB20.13.28_Comb21Ch16,2444610.60036,2444610.595703125,1.6642561577570893
PB20.13.28_Comb21Ch17,2525100.712664,2525100.7080078125,1.9406252462619773
PB20.13.28_Comb21Ch18,2565078.740008,2565078.7353515625,2.4524711791465044
PB20.13.28_Comb21Ch19,2648391.728289,2648391.7236328125,1.6359325729573626
PB20.13.28_Comb21Ch20,2718963.627703,2718963.623046875,1.0426964741144376
PB20.13.28_Comb21Ch21,2806625.370868,2806625.3662109375,1.473874718337593
PB20.13.28_Comb21Ch22,2875976.567157,2875976.5625,1.762108668217459
PB20.13.28_Comb21Ch23,2940750.126727,2940750.1220703125,1.669289874925946
PB20.13.28_Comb21Ch24,3018493.657,3018493.65234375,2.0090571257819745
PB20.13.28_Comb21Ch25,3085250.859149,3085250.8544921875,1.6764718424077467
PB20.13.28_Comb21Ch26,3143844.609149,3143844.6044921875,1.3590545065736623
PB20.13.28_Comb21Ch27,3249359.135516,3249359.130859375,1.5943046970415125
PB20.13.28_Comb21Ch28,3313293.461688,3313293.45703125,1.2354533438744417
PB20.13.28_Comb21Ch29,3409042.363055,3409042.3583984375,2.9783617568675
PB20.13.28_Comb21Ch30,3470382.695086,3470382.6904296875,2.410558358644879
PB20.13.28_Comb21Ch31,3568191.532977,3568191.5283203125,1.524138542999589
PB20.13.28_Comb21Ch32,3684005.741961,3684005.7373046875,1.779414747822052
PB20.13.28_Comb21Ch33,3758087.16286,3758087.158203125,1.5711030824320722
PB20.13.28_Comb21Ch34,3822555.546649,3822555.5419921875,2.0574547685642637
PB20.13.28_Comb21Ch35,3924484.257586,3924484.2529296875,1.3860042879418555
PB20.13.28_Comb21Ch36,4007568.364032,4007568.359375,1.2863356504225474
